date,source,station_id,tmp_avg_c,tmp_max_c,tmp_min_c,rh_avg_pct,sol_rad_avg_wm2,wind_spd_avg_ms,wind_max_ms,wind_run_km,precip_mm,eto_mm,tmp_avg_7d,tmp_avg_14d,tmp_max_7d,wind_spd_7d,wind_spd_14d,wind_run_7d,sol_rad_7d,sol_rad_14d,precip_7d,precip_14d,eto_7d,rh_avg_7d,calm_days_7d
2021-03-05,Open-Meteo (Clear Lake coords),OM-CL,9.7,15.8,4.0,75.0,206.25,1.917,3.722,165.63,0.6,2.63,9.8143,9.9429,16.5714,1.754,1.8195,1060.82,207.9514,197.0807,0.6,4.5,19.47,65.8571,6
2021-03-06,Open-Meteo (Clear Lake coords),OM-CL,7.4,12.7,3.6,74.0,220.37,3.167,6.139,273.63,10.0,2.6,9.8714,9.9357,16.4,1.9326,1.8255,1168.82,210.4486,202.9586,10.6,10.6,19.71,65.1429,5
2021-03-07,Open-Meteo (Clear Lake coords),OM-CL,8.2,14.6,1.8,73.0,215.97,1.889,2.889,163.21,0.0,2.68,9.5286,9.8643,15.9143,1.9921,1.8751,1204.85,211.8043,205.8021,10.6,10.6,19.48,66.8571,5
2021-03-08,Open-Meteo (Clear Lake coords),OM-CL,5.8,8.2,2.9,83.0,143.17,3.306,5.5,285.64,2.3,1.48,9.0286,9.3714,14.8571,2.151,2.0478,1300.93,202.38,202.6607,12.9,12.9,18.1,70.8571,5
2021-03-09,Open-Meteo (Clear Lake coords),OM-CL,5.2,8.6,3.2,93.0,117.71,1.5,2.556,129.6,20.7,1.22,8.1143,8.8286,13.4429,2.143,2.0795,1296.09,188.6243,196.7086,33.6,33.6,16.26,76.4286,5
2021-03-10,Open-Meteo (Clear Lake coords),OM-CL,4.8,7.5,3.2,88.0,162.73,1.25,2.972,108.0,5.0,1.61,7.2286,8.45,11.8,2.0716,1.9981,1252.89,182.8043,194.1707,38.6,38.6,14.9,79.4286,5
2021-03-11,Open-Meteo (Clear Lake coords),OM-CL,6.1,12.8,0.9,75.0,231.83,1.25,2.111,108.0,0.0,2.68,6.7429,8.1643,11.4571,2.0399,1.9783,1233.71,185.4329,196.3614,38.6,38.6,14.9,80.1429,5
2021-03-12,Open-Meteo (Clear Lake coords),OM-CL,9.7,17.7,3.6,65.0,243.63,1.806,3.083,156.04,0.0,3.29,6.7429,8.2786,11.7286,2.024,1.889,1224.12,190.7729,199.3621,38.0,38.6,15.56,78.7143,5
2021-03-13,Open-Meteo (Clear Lake coords),OM-CL,8.5,16.2,2.4,78.0,237.5,2.361,3.639,203.99,0.0,2.97,6.9,8.3857,12.2286,1.9089,1.9207,1154.48,193.22,201.8343,28.0,38.6,15.93,79.2857,5
2021-03-14,Open-Meteo (Clear Lake coords),OM-CL,6.1,9.7,3.5,89.0,61.23,2.778,5.611,240.02,8.8,0.83,6.6,8.0643,11.5286,2.0359,2.014,1231.29,171.1143,191.4593,36.8,47.4,14.08,81.5714,4
2021-03-15,Open-Meteo (Clear Lake coords),OM-CL,4.5,9.2,1.5,79.0,130.67,3.556,5.833,307.24,1.7,1.51,6.4143,7.7214,11.6714,2.0716,2.1113,1252.89,169.3286,185.8543,36.2,49.1,14.11,81.0,4
2021-03-16,Open-Meteo (Clear Lake coords),OM-CL,7.1,13.8,0.6,77.0,242.48,1.111,2.056,95.99,0.0,2.88,6.6857,7.4,12.4143,2.016,2.0795,1219.28,187.1529,187.8886,15.5,49.1,15.77,78.7143,4
2021-03-17,Open-Meteo (Clear Lake coords),OM-CL,7.5,12.2,3.2,77.0,188.43,2.111,3.722,182.39,0.0,2.17,7.0714,7.15,13.0857,2.139,2.1053,1293.67,190.8243,186.8143,10.5,49.1,16.33,77.1429,3
2021-03-18,Open-Meteo (Clear Lake coords),OM-CL,7.5,10.1,5.4,95.0,47.34,1.778,2.694,153.62,11.2,0.63,7.2714,7.0071,12.7,2.2144,2.1271,1339.29,164.4686,174.9507,21.7,60.3,14.28,80.0,3
2021-03-19,Open-Meteo (Clear Lake coords),OM-CL,7.5,11.7,3.9,83.0,185.07,2.75,4.528,237.6,1.0,2.11,6.9571,6.85,11.8429,2.3493,2.1866,1420.85,156.1029,173.4379,22.7,60.7,13.1,82.5714,2
2021-03-20,Open-Meteo (Clear Lake coords),OM-CL,7.5,13.5,3.9,75.0,241.78,2.583,3.444,223.17,0.2,2.81,6.8143,6.8571,11.4571,2.381,2.1449,1440.03,156.7143,174.9671,22.9,50.9,12.94,82.1429,2
2021-03-21,Open-Meteo (Clear Lake coords),OM-CL,8.5,15.5,2.7,79.0,250.0,2.194,4.5,189.56,0.0,3.1,7.1571,6.8786,12.2857,2.2976,2.1667,1389.57,183.6814,177.3979,14.1,50.9,15.21,80.7143,2
2021-03-22,Open-Meteo (Clear Lake coords),OM-CL,9.0,15.5,4.5,77.0,220.95,3.667,6.556,316.83,0.0,2.76,7.8,7.1071,13.1857,2.3134,2.1925,1399.16,196.5786,182.9536,12.4,48.6,16.46,80.4286,2
2021-03-23,Open-Meteo (Clear Lake coords),OM-CL,9.1,16.0,3.3,50.0,269.91,2.917,4.75,252.03,0.0,3.88,8.0857,7.3857,13.5,2.5714,2.2937,1555.2,200.4971,193.825,12.4,27.9,17.46,76.5714,1
2021-03-24,Open-Meteo (Clear Lake coords),OM-CL,11.4,18.8,5.8,53.0,245.37,2.722,4.389,235.18,0.0,3.71,8.6429,7.8571,14.4429,2.6587,2.3989,1607.99,208.6314,199.7279,12.4,22.9,19.0,73.1429,1
2021-03-25,Open-Meteo (Clear Lake coords),OM-CL,9.1,14.8,5.3,77.0,248.5,2.889,4.528,249.61,0.0,2.95,8.8714,8.0714,15.1143,2.8174,2.5159,1703.98,237.3686,200.9186,1.2,22.9,21.32,70.5714,0
2021-03-26,Open-Meteo (Clear Lake coords),OM-CL,11.5,19.5,3.6,59.0,270.49,1.222,2.333,105.58,0.0,3.69,9.4429,8.2,16.2286,2.5991,2.4742,1571.96,249.5714,202.8371,0.2,22.9,22.9,67.1429,1
2021-03-27,Open-Meteo (Clear Lake coords),OM-CL,13.3,22.6,5.4,73.0,260.19,1.25,3.056,108.0,0.0,3.9,10.2714,8.5429,17.5286,2.4087,2.3949,1456.79,252.2014,204.4579,0.0,22.9,23.99,66.8571,2
2021-03-28,Open-Meteo (Clear Lake coords),OM-CL,14.7,22.9,6.5,63.0,272.34,1.861,3.5,160.79,0.0,4.16,11.1571,9.1571,18.5857,2.3611,2.3294,1428.02,255.3929,219.5371,0.0,14.1,25.05,64.5714,3
2021-03-29,Open-Meteo (Clear Lake coords),OM-CL,13.3,20.6,7.0,59.0,279.05,1.5,2.611,129.6,0.0,3.9,11.7714,9.7857,19.3143,2.0516,2.1825,1240.79,263.6929,230.1357,0.0,12.4,26.19,62.0,4
2021-03-30,Open-Meteo (Clear Lake coords),OM-CL,14.0,21.9,5.6,31.0,285.88,2.778,4.167,240.02,0.0,5.15,12.4714,10.2786,20.1571,2.0317,2.3016,1228.78,265.9743,233.2357,0.0,12.4,27.46,59.2857,4
2021-03-31,Open-Meteo (Clear Lake coords),OM-CL,16.6,23.6,5.5,34.0,283.1,2.25,4.028,194.4,0.0,4.98,13.2143,10.9286,20.8429,1.9643,2.3115,1188.0,271.3643,239.9979,0.0,12.4,28.73,56.5714,4
2021-04-01,Open-Meteo (Clear Lake coords),OM-CL,16.7,25.0,9.8,51.0,281.6,1.222,2.361,105.58,0.0,4.42,14.3,11.5857,22.3,1.7261,2.2718,1043.97,276.0929,256.7307,0.0,1.2,30.2,52.8571,5
2021-04-02,Open-Meteo (Clear Lake coords),OM-CL,16.0,23.4,9.3,54.0,272.8,1.389,2.417,120.01,0.0,4.23,14.9429,12.1929,22.8571,1.75,2.1746,1058.4,276.4229,262.9971,0.0,0.2,30.74,52.1429,5
2021-04-03,Open-Meteo (Clear Lake coords),OM-CL,11.9,18.7,7.7,74.0,264.47,2.361,4.056,203.99,0.0,3.6,14.7429,12.5071,22.3,1.9087,2.1587,1154.39,277.0343,264.6179,0.0,0.0,30.44,52.2857,4
2021-04-04,Open-Meteo (Clear Lake coords),OM-CL,11.7,18.9,6.9,77.0,252.78,2.139,3.139,184.81,0.0,3.47,14.3143,12.7357,21.7286,1.9484,2.1548,1178.41,274.24,264.8164,0.0,0.0,29.75,54.2857,3
2021-04-05,Open-Meteo (Clear Lake coords),OM-CL,12.4,20.2,6.6,78.0,246.88,1.917,3.444,165.63,0.0,3.51,14.1857,12.9786,21.6714,2.008,2.0298,1214.44,269.6443,266.6686,0.0,0.0,29.36,57.0,3
2021-04-06,Open-Meteo (Clear Lake coords),OM-CL,15.3,22.4,9.8,70.0,285.53,1.694,3.111,146.36,0.0,4.28,14.3714,13.4214,21.7429,1.8531,1.9424,1120.78,269.5943,267.7843,0.0,0.0,28.49,62.5714,4
2021-04-07,Open-Meteo (Clear Lake coords),OM-CL,11.5,18.7,6.8,74.0,279.86,3.083,5.167,266.37,0.0,3.74,13.6429,13.4286,21.0429,1.9721,1.9682,1192.75,269.1314,270.2479,0.0,0.0,27.25,68.2857,4
2021-04-08,Open-Meteo (Clear Lake coords),OM-CL,12.6,20.3,6.6,71.0,292.48,2.389,4.306,206.41,0.0,4.23,13.0571,13.6786,20.3714,2.1389,1.9325,1293.58,270.6857,273.3893,0.0,0.0,27.06,71.1429,3
2021-04-09,Open-Meteo (Clear Lake coords),OM-CL,12.6,20.1,7.5,75.0,292.82,2.639,4.694,228.01,0.0,4.12,12.5714,13.7571,19.9,2.3174,2.0337,1401.58,273.5457,274.9843,0.0,0.0,26.95,74.1429,2
2021-04-10,Open-Meteo (Clear Lake coords),OM-CL,13.0,21.4,7.1,73.0,292.01,2.778,4.917,240.02,0.0,4.25,12.7286,13.7357,20.2857,2.377,2.1429,1437.61,277.48,277.2571,0.0,0.0,27.6,74.0,2
2021-04-11,Open-Meteo (Clear Lake coords),OM-CL,15.4,24.7,7.4,71.0,290.16,1.167,2.111,100.83,0.0,4.39,13.2571,13.7857,21.1143,2.2381,2.0933,1353.63,282.82,278.53,0.0,0.0,28.52,73.1429,3
2021-04-12,Open-Meteo (Clear Lake coords),OM-CL,16.5,24.8,8.9,63.0,295.83,1.722,4.139,148.78,0.0,4.77,13.8429,14.0143,21.7714,2.2103,2.1091,1336.78,289.8129,279.7286,0.0,0.0,29.78,71.0,3
2021-04-13,Open-Meteo (Clear Lake coords),OM-CL,14.2,20.5,8.3,65.0,299.54,2.444,3.944,211.16,0.0,4.41,13.6857,14.0286,21.5,2.3174,2.0853,1401.58,291.8143,280.7043,0.0,0.0,29.91,70.2857,2
2021-04-14,Open-Meteo (Clear Lake coords),OM-CL,13.8,19.7,8.6,47.0,298.5,2.028,5.333,175.22,0.0,4.46,14.0143,13.8286,21.6429,2.1667,2.0694,1310.43,294.4771,281.8043,0.0,0.0,30.63,66.4286,2
2021-04-15,Open-Meteo (Clear Lake coords),OM-CL,13.9,21.4,7.1,63.0,299.42,1.861,3.639,160.79,0.0,4.39,14.2,13.6286,21.8,2.0913,2.1151,1264.81,295.4686,283.0771,0.0,0.0,30.79,65.2857,3
2021-04-16,Open-Meteo (Clear Lake coords),OM-CL,15.5,22.9,9.2,68.0,287.5,1.944,4.889,167.96,0.0,4.56,14.6143,13.5929,22.2,1.992,2.1547,1204.76,294.7086,284.1271,0.0,0.0,31.23,64.2857,4
2021-04-17,Open-Meteo (Clear Lake coords),OM-CL,16.8,25.0,8.4,58.0,315.51,2.306,4.5,199.24,0.0,5.31,15.1571,13.9429,22.7143,1.9246,2.1508,1163.98,298.0657,287.7729,0.0,0.0,32.29,62.1429,4
2021-04-18,Open-Meteo (Clear Lake coords),OM-CL,17.9,27.1,9.7,62.0,307.64,1.944,3.861,167.96,0.0,5.29,15.5143,14.3857,23.0571,2.0356,2.1369,1231.11,300.5629,291.6914,0.0,0.0,33.19,60.8571,4
2021-04-19,Open-Meteo (Clear Lake coords),OM-CL,16.3,25.0,9.5,69.0,312.62,2.75,4.556,237.6,0.0,5.02,15.4857,14.6643,23.0857,2.1824,2.1964,1319.93,302.9614,296.3871,0.0,0.0,33.44,61.7143,3
2021-04-20,Open-Meteo (Clear Lake coords),OM-CL,13.4,20.5,8.1,76.0,282.18,3.028,4.111,261.62,0.7,3.89,15.3714,14.5286,23.0857,2.2659,2.2916,1370.39,300.4814,296.1479,0.7,0.7,32.92,63.2857,3
2021-04-21,Open-Meteo (Clear Lake coords),OM-CL,16.2,24.7,9.3,68.0,311.81,1.667,3.889,144.03,0.0,4.91,15.7143,14.8643,23.8,2.2143,2.1905,1339.2,302.3829,298.43,0.7,0.7,33.37,66.2857,4
2021-04-22,Open-Meteo (Clear Lake coords),OM-CL,16.6,24.2,10.3,70.0,311.81,2.028,4.111,175.22,0.0,4.93,16.1,15.15,24.2,2.2381,2.1647,1353.63,304.1529,299.8107,0.7,0.7,33.91,67.2857,3
2021-04-23,Open-Meteo (Clear Lake coords),OM-CL,15.4,23.7,9.6,67.0,293.17,2.611,5.528,225.59,0.0,4.85,16.0857,15.35,24.3143,2.3334,2.1627,1411.26,304.9629,299.8357,0.7,0.7,34.2,67.1429,2
2021-04-24,Open-Meteo (Clear Lake coords),OM-CL,11.0,14.8,8.4,70.0,176.04,3.639,4.833,314.41,0.2,2.71,15.2571,15.2071,22.8571,2.5239,2.2242,1526.43,285.0386,291.5521,0.9,0.9,31.6,68.8571,2
2021-04-25,Open-Meteo (Clear Lake coords),OM-CL,9.0,11.7,7.2,80.0,179.86,3.611,4.917,311.99,4.2,2.08,13.9857,14.75,20.6571,2.762,2.3988,1670.46,266.7843,283.6736,5.1,5.1,28.39,71.4286,1
2021-04-26,Open-Meteo (Clear Lake coords),OM-CL,9.5,15.1,5.7,70.0,283.68,2.611,5.278,225.59,0.0,3.51,13.0143,14.25,19.2429,2.7421,2.4623,1658.45,262.65,282.8057,5.1,5.1,26.88,71.5714,1
2021-04-27,Open-Meteo (Clear Lake coords),OM-CL,13.2,20.8,5.9,69.0,322.57,1.806,4.083,156.04,0.0,4.73,12.9857,14.1786,19.2857,2.5676,2.4167,1552.87,268.42,284.4507,4.4,5.1,27.72,70.5714,2
2021-04-28,Open-Meteo (Clear Lake coords),OM-CL,16.4,25.4,7.6,66.0,324.19,1.444,3.667,124.76,0.0,5.22,13.0143,14.3643,19.3857,2.5357,2.375,1533.6,270.1886,286.2857,4.4,5.1,28.03,70.2857,2
2021-04-29,Open-Meteo (Clear Lake coords),OM-CL,19.6,29.1,10.4,56.0,324.07,1.722,3.417,148.78,0.0,5.58,13.4429,14.7714,20.0857,2.492,2.3651,1507.16,271.94,288.0464,4.4,5.1,28.68,68.2857,3
2021-04-30,Open-Meteo (Clear Lake coords),OM-CL,17.7,27.0,10.8,67.0,290.16,2.194,4.528,189.56,0.0,4.92,13.7714,14.9286,20.5571,2.4324,2.3829,1471.13,271.51,288.2364,4.4,5.1,28.75,68.2857,3
2021-05-01,Open-Meteo (Clear Lake coords),OM-CL,15.8,22.1,11.3,72.0,327.2,3.972,5.889,343.18,0.0,4.75,14.4571,14.8571,21.6,2.48,2.5019,1499.9,293.1043,289.0714,4.2,5.1,30.79,68.5714,3
2021-05-02,Open-Meteo (Clear Lake coords),OM-CL,15.6,23.5,9.5,72.0,327.08,2.806,5.611,242.44,0.0,4.94,15.4,14.6929,23.2857,2.365,2.5635,1430.35,314.1357,290.46,0.0,5.1,33.65,67.4286,3
2021-05-03,Open-Meteo (Clear Lake coords),OM-CL,18.0,27.0,10.5,66.0,323.5,1.639,4.722,141.61,0.0,5.35,16.6143,14.8143,24.9857,2.2261,2.4841,1346.37,319.8243,291.2371,0.0,5.1,35.49,66.8571,4
2021-05-04,Open-Meteo (Clear Lake coords),OM-CL,19.0,27.8,10.6,67.0,327.66,1.917,3.444,165.63,0.0,5.52,17.4429,15.2143,25.9857,2.242,2.4048,1355.96,320.5514,294.4857,0.0,4.4,36.28,66.5714,4
2021-05-05,Open-Meteo (Clear Lake coords),OM-CL,22.2,30.6,15.6,56.0,333.45,1.25,3.111,108.0,0.0,5.83,18.2714,15.6429,26.7286,2.2143,2.375,1339.2,321.8743,296.0314,0.0,4.4,36.89,65.1429,4
2021-05-06,Open-Meteo (Clear Lake coords),OM-CL,16.1,21.9,10.9,66.0,328.59,4.167,5.75,360.03,0.0,5.04,17.7714,15.6071,25.7,2.5636,2.5278,1550.45,322.52,297.23,0.0,4.4,36.35,66.5714,3
2021-05-07,Open-Meteo (Clear Lake coords),OM-CL,14.6,21.7,9.2,68.0,336.11,3.194,4.917,275.96,0.0,4.97,17.3286,15.55,24.9429,2.7064,2.5694,1636.85,329.0843,300.2971,0.0,4.4,36.4,66.7143,3
2021-05-08,Open-Meteo (Clear Lake coords),OM-CL,18.2,28.1,9.4,61.0,338.54,1.944,4.417,167.96,0.0,5.79,17.6714,16.0643,25.8,2.4167,2.4484,1461.63,330.7043,311.9043,0.0,4.2,37.44,65.1429,4
2021-05-09,Open-Meteo (Clear Lake coords),OM-CL,17.6,25.1,10.4,69.0,324.88,2.639,5.722,228.01,0.0,5.4,17.9571,16.6786,26.0286,2.3929,2.3789,1447.2,330.39,322.2629,0.0,0.0,37.9,64.7143,4
2021-05-10,Open-Meteo (Clear Lake coords),OM-CL,20.6,29.9,11.2,52.0,352.08,1.833,3.944,158.37,0.0,6.2,18.3286,17.4714,26.4429,2.4206,2.3234,1463.96,334.4729,327.1486,0.0,0.0,38.75,62.7143,4
2021-05-11,Open-Meteo (Clear Lake coords),OM-CL,21.7,30.7,14.1,54.0,343.4,1.472,4.417,127.18,0.0,6.07,18.7143,18.0786,26.8571,2.357,2.2995,1425.51,336.7214,328.6364,0.0,0.0,39.3,60.8571,4
2021-05-12,Open-Meteo (Clear Lake coords),OM-CL,22.5,31.0,15.8,53.0,336.23,1.639,3.667,141.61,0.0,6.1,18.7571,18.5143,26.9143,2.4126,2.3134,1459.12,337.1186,329.4964,0.0,0.0,39.57,60.4286,4
2021-05-13,Open-Meteo (Clear Lake coords),OM-CL,21.9,31.6,13.0,60.0,340.28,2.028,4.5,175.22,0.0,6.17,19.5857,18.6786,28.3,2.107,2.3353,1274.31,338.7886,330.6543,0.0,0.0,40.7,59.5714,4
2021-05-14,Open-Meteo (Clear Lake coords),OM-CL,18.7,27.8,10.6,69.0,332.99,3.139,5.583,271.21,0.0,5.75,20.1714,18.75,29.1714,2.0991,2.4028,1269.56,338.3429,333.7136,0.0,0.0,41.48,59.7143,4
2021-05-15,Open-Meteo (Clear Lake coords),OM-CL,18.7,26.7,11.5,65.0,310.76,2.417,4.028,208.83,0.2,5.19,20.2429,18.9571,28.9714,2.1667,2.2917,1310.43,334.3743,332.5393,0.2,0.2,40.88,60.2857,3
2021-05-16,Open-Meteo (Clear Lake coords),OM-CL,19.9,27.3,12.8,67.0,311.81,2.389,4.694,206.41,0.0,5.47,20.5714,19.2643,29.2857,2.131,2.2619,1288.83,332.5071,331.4486,0.2,0.2,40.95,60.0,3
2021-05-17,Open-Meteo (Clear Lake coords),OM-CL,16.8,25.2,11.4,70.0,338.08,3.056,5.611,264.04,0.0,5.34,20.0286,19.1786,28.6143,2.3057,2.3631,1394.5,330.5071,332.49,0.2,0.2,40.09,62.5714,2
2021-05-18,Open-Meteo (Clear Lake coords),OM-CL,16.0,22.9,10.9,62.0,346.99,4.417,6.194,381.63,0.0,5.68,19.2143,18.9643,27.5,2.7264,2.5417,1648.95,331.02,333.8707,0.2,0.2,39.7,63.7143,1
2021-05-19,Open-Meteo (Clear Lake coords),OM-CL,12.5,18.9,8.1,62.0,353.82,5.0,6.833,432.0,0.0,5.04,17.7857,18.2714,25.7714,3.2066,2.8096,1939.34,333.5329,335.3257,0.2,0.2,38.64,65.0,0
2021-05-20,Open-Meteo (Clear Lake coords),OM-CL,11.1,17.0,5.7,57.0,314.7,4.25,6.139,367.2,1.4,4.55,16.2429,17.9143,23.6857,3.524,2.8155,2131.32,329.8786,334.3336,1.6,1.6,37.02,64.5714,0
2021-05-21,Open-Meteo (Clear Lake coords),OM-CL,12.3,17.6,7.2,70.0,310.53,2.5,4.722,216.0,3.8,4.28,15.3286,17.75,22.2286,3.4327,2.7659,2076.11,326.67,332.5064,5.4,5.4,35.55,64.7143,0
2021-05-22,Open-Meteo (Clear Lake coords),OM-CL,15.5,22.1,9.6,64.0,296.53,2.028,4.639,175.22,0.0,4.76,14.8714,17.5571,21.5714,3.3771,2.7719,2042.5,324.6371,329.5057,5.2,5.4,35.12,64.5714,0
2021-05-23,Open-Meteo (Clear Lake coords),OM-CL,16.2,24.1,9.1,64.0,334.95,2.0,3.889,172.8,0.0,5.2,14.3429,17.4571,21.1143,3.3216,2.7263,2008.89,327.9429,330.225,5.2,5.4,34.85,64.1429,0
2021-05-24,Open-Meteo (Clear Lake coords),OM-CL,17.4,26.2,10.3,64.0,340.05,2.833,5.361,244.77,0.0,5.64,14.4286,17.2286,21.2571,3.2897,2.7977,1989.62,328.2243,329.3657,5.2,5.4,35.15,63.2857,0
2021-05-25,Open-Meteo (Clear Lake coords),OM-CL,16.2,23.1,11.0,68.0,344.21,3.25,4.5,280.8,0.0,5.32,14.4571,16.8357,21.2857,3.123,2.9247,1888.79,327.8271,329.4236,5.2,5.4,34.79,64.1429,0
2021-05-26,Open-Meteo (Clear Lake coords),OM-CL,18.6,27.6,10.8,63.0,350.35,2.222,4.528,191.98,0.0,6.05,15.3286,16.5571,22.5286,2.7261,2.9664,1648.77,327.3314,330.4321,5.2,5.4,35.8,64.2857,0
2021-05-27,Open-Meteo (Clear Lake coords),OM-CL,17.7,25.6,10.7,65.0,346.3,3.667,5.667,316.83,0.0,5.77,16.2714,16.2571,23.7571,2.6429,3.0834,1598.4,331.8457,330.8621,3.8,5.4,37.02,65.4286,0
2021-05-28,Open-Meteo (Clear Lake coords),OM-CL,20.6,30.6,11.8,62.0,338.19,1.639,4.167,141.61,0.0,5.94,17.4571,16.3929,25.6143,2.5199,2.9763,1524.01,335.7971,331.2336,0.0,5.4,38.68,64.2857,1
2021-05-29,Open-Meteo (Clear Lake coords),OM-CL,20.4,29.1,12.5,63.0,348.84,2.833,5.333,244.77,0.0,6.33,18.1571,16.5143,26.6143,2.6349,3.006,1593.56,343.27,333.9536,0.0,5.2,40.25,64.1429,1
2021-05-30,Open-Meteo (Clear Lake coords),OM-CL,23.0,33.5,12.3,58.0,352.2,2.306,4.806,199.24,0.0,6.88,19.1286,16.7357,27.9571,2.6786,3.0001,1620.0,345.7343,336.8386,0.0,5.2,41.93,63.2857,1
2021-05-31,Open-Meteo (Clear Lake coords),OM-CL,26.9,37.6,16.1,51.0,348.84,1.556,3.917,134.44,0.0,6.86,20.4857,17.4571,29.5857,2.4961,2.8929,1509.67,346.99,337.6071,0.0,5.2,43.15,61.4286,2
2021-06-01,Open-Meteo (Clear Lake coords),OM-CL,28.2,36.9,19.3,49.0,350.69,1.889,4.0,163.21,0.0,7.29,22.2,18.3286,31.5571,2.3017,2.7124,1392.08,347.9157,337.8714,0.0,5.2,45.12,58.7143,3
2021-06-02,Open-Meteo (Clear Lake coords),OM-CL,26.1,36.5,17.8,55.0,353.24,1.972,3.444,170.38,0.0,6.87,23.2714,19.3,32.8286,2.266,2.4961,1370.48,348.3286,337.83,0.0,5.2,45.94,57.5714,4
2021-06-03,Open-Meteo (Clear Lake coords),OM-CL,24.8,34.3,16.0,55.0,352.55,2.861,5.639,247.19,0.0,7.32,24.2857,20.2786,34.0714,2.1509,2.3969,1300.84,349.2214,340.5336,0.0,3.8,47.49,56.1429,4
2021-06-04,Open-Meteo (Clear Lake coords),OM-CL,23.0,31.4,16.3,55.0,356.37,3.056,4.639,264.04,0.0,6.9,24.6286,21.0429,34.1857,2.3533,2.4366,1423.27,351.8186,343.8079,0.0,0.0,48.45,55.1429,3
2021-06-05,Open-Meteo (Clear Lake coords),OM-CL,21.2,30.5,13.6,56.0,351.16,2.917,4.75,252.03,0.0,6.56,24.7429,21.45,34.3857,2.3653,2.5001,1430.53,352.15,347.71,0.0,0.0,48.68,54.1429,3
2021-06-06,Open-Meteo (Clear Lake coords),OM-CL,19.1,27.7,13.0,62.0,354.86,3.722,6.806,321.58,0.0,6.34,24.1857,21.6571,33.5571,2.5676,2.6231,1552.87,352.53,349.1321,0.0,0.0,48.14,54.7143,3
2021-06-07,Open-Meteo (Clear Lake coords),OM-CL,15.2,21.7,10.4,61.0,353.7,4.583,7.222,395.97,0.0,5.43,22.5143,21.5,31.2857,3.0,2.7481,1814.4,353.2243,350.1071,0.0,0.0,46.71,56.1429,2
2021-06-08,Open-Meteo (Clear Lake coords),OM-CL,13.2,19.2,8.5,61.0,366.09,4.667,5.889,403.23,0.0,5.3,20.3714,21.2857,28.7571,3.3969,2.8493,2054.42,355.4243,351.67,0.0,0.0,44.72,57.8571,1
2021-06-09,Open-Meteo (Clear Lake coords),OM-CL,12.8,19.0,8.3,64.0,348.61,4.167,6.194,360.03,0.1,4.96,18.4714,20.8714,26.2571,3.7104,2.9882,2244.07,354.7629,351.5457,0.1,0.1,42.81,59.1429,0
2021-06-10,Open-Meteo (Clear Lake coords),OM-CL,14.2,22.0,8.3,57.0,364.58,2.361,5.194,203.99,0.0,5.47,16.9571,20.6214,24.5,3.639,2.8949,2200.87,356.4814,352.8514,0.1,0.1,40.96,59.4286,0
2021-06-11,Open-Meteo (Clear Lake coords),OM-CL,16.2,22.5,10.6,58.0,304.17,3.139,4.806,271.21,0.3,5.02,15.9857,20.3071,23.2286,3.6509,3.0021,2208.04,349.0243,350.4214,0.4,0.4,39.08,59.8571,0
2021-06-12,Open-Meteo (Clear Lake coords),OM-CL,20.7,29.3,14.8,67.0,335.07,2.444,4.583,211.16,0.0,5.82,15.9143,20.3286,23.0571,3.5833,2.9743,2167.17,346.7257,349.4379,0.4,0.4,38.34,61.4286,0
2021-06-13,Open-Meteo (Clear Lake coords),OM-CL,20.0,27.3,14.9,70.0,349.42,3.639,5.306,314.41,0.0,5.9,16.0429,20.1143,23.0,3.5714,3.0695,2160.0,345.9486,349.2393,0.4,0.4,37.9,62.5714,0
2021-06-14,Open-Meteo (Clear Lake coords),OM-CL,18.9,24.5,13.4,64.0,344.79,3.861,5.556,333.59,0.0,5.73,16.5714,19.5429,23.4,3.4683,3.2341,2097.62,344.6757,348.95,0.4,0.4,38.2,63.0,0
2021-06-15,Open-Meteo (Clear Lake coords),OM-CL,18.5,27.7,11.4,60.0,366.67,3.556,5.417,307.24,0.0,6.4,17.3286,18.85,24.6143,3.3096,3.3532,2001.63,344.7586,350.0914,0.4,0.4,39.3,62.8571,0
2021-06-16,Open-Meteo (Clear Lake coords),OM-CL,22.3,33.5,11.8,58.0,363.66,2.0,3.806,172.8,0.0,6.8,18.6857,18.5786,26.6857,3.0,3.3552,1814.4,346.9086,350.8357,0.3,0.4,41.14,62.0,0
2021-06-17,Open-Meteo (Clear Lake coords),OM-CL,26.0,37.9,15.5,54.0,369.44,2.083,3.694,179.97,0.0,7.34,20.3714,18.6643,28.9571,2.9603,3.2996,1790.38,347.6029,352.0421,0.3,0.4,43.01,61.5714,0
2021-06-18,Open-Meteo (Clear Lake coords),OM-CL,29.3,39.8,20.0,45.0,362.85,1.583,3.444,136.77,0.0,7.29,22.2429,19.1143,31.4286,2.738,3.1944,1655.94,355.9857,352.505,0.0,0.4,45.28,59.7143,1
2021-06-19,Open-Meteo (Clear Lake coords),OM-CL,29.8,39.7,20.0,44.0,359.26,1.694,3.056,146.36,0.0,7.47,23.5429,19.7286,32.9143,2.6309,3.1071,1591.14,359.4414,353.0836,0.0,0.4,46.93,56.4286,2
